5,5.846638,3.2348365,10.0803408,
10,713.3051,5.4733939,154913.9998,
15,100000,9.7653788,100000,
20,100000,17.6491874,100000,
25,100000,25.5457583,100000,
30,100000,34.5219095,100000,
35,100000,47.8375516,100000,
40,100000,66.6660461,100000,
45,100000,85.4872434,100000,
50,100000,113.0825254,100000,
55,100000,153.8567865,100000,
