2,0.818,0.674,0.525,0.849,0.822
3,0.818,0.651,0.525,0.798,0.782
4,0.818,0.621,0.525,0.756,0.736
5,0.818,0.582,0.525,0.722,0.685
6,0.818,0.535,0.525,0.693,0.631
7,0.818,0.479,0.525,0.668,0.576
8,0.818,0.413,0.525,0.646,0.521
9,0.818,0.336,0.525,0.627,0.469
