2,0.667,0.889,0.833,0.581,0.650
3,0.500,0.833,0.777,0.391,0.562
4,0.400,0.800,0.749,0.286,0.516
5,0.333,0.778,0.733,0.220,0.484
6,0.286,0.762,0.722,0.175,0.461
7,0.250,0.750,0.714,0.143,0.442
8,0.222,0.741,0.708,0.119,0.425
9,0.200,0.733,0.703,0.101,0.411
10,0.182,0.727,0.699,0.087,0.398
11,0.167,0.722,0.696,0.076,0.387
